,phrase,prompt,phrase_length,phrase_num_words,mean_word_len,phrase_non_stopwords,cleaned_phrase
285,I feel pain in my heart when I wake up,Heart hurts,38,10,2.9,6,feel pain heart wake
286,I break out on my face very frequently,Acne,38,8,3.875,4,break face frequently
287,I have a back pain since I turned 70 years old.,Back pain,47,11,3.3636363636363638,7,pain turned year old
288,I feel like something is squeezing my lungs.,Hard to breath,44,8,4.625,5,feel like squeezing lung
289,My foot had been aching since last Tuesday.,Foot ache,43,8,4.5,4,foot aching tuesday
290,My back hurts a lot when I bend,Back pain,31,8,3.0,5,hurt lot bend
291,I feel pain in the knee,Knee pain,23,6,3.0,4,feel pain knee
292,Everything looks like beeing in a smoky area.,Blurry vision,45,8,4.75,6,look like beeing smoky area
293,"Every time I make an effort, I felt dizzy.",Feeling dizzy,42,9,3.7777777777777777,7,time effort felt dizzy
294,Have severe cold and cough,Cough,26,5,4.4,4,severe cold cough
295,I feel like something is squeezing my lungs.,Hard to breath,44,8,4.625,5,feel like squeezing lung
296,I feel pain in the knee when walking,Knee pain,36,8,3.625,5,feel pain knee walking
297,Chronic bowel Pain,Internal pain,18,3,5.333333333333333,3,chronic bowel pain
298,When I played football I dislocated my shoulder,Injury from sports,47,8,5.0,7,played football dislocated shoulder
299,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,Heart hurts,97,21,3.6666666666666665,10,sharp pain chest tell triggering
300,I feel pain in my right shoulder after the tennis match.,Injury from sports,56,11,4.181818181818182,7,feel pain right shoulder tennis match
301,There is this pain that radiates from my chest up to my left arm.,Heart hurts,65,14,3.7142857142857144,6,pain radiates chest left arm
302,I have pimples in patches along with a lot of redness on my face.,Acne,65,14,3.7142857142857144,6,pimple patch lot redness face
303,"i can't move my leg, there is pain in the joint",Joint pain,47,11,3.3636363636363638,4,leg pain joint
304,I feel a tightness in my chest,Hard to breath,30,7,3.4285714285714284,4,feel tightness chest
305,I have a mental suffering,Emotional pain,25,5,4.2,3,mental suffering
306,I feel a sharp pain in my ankle joint when I stand.,Joint pain,51,12,3.3333333333333335,8,feel sharp pain ankle joint stand
307,My head hurts in the back and the pain lasts all day.,Head ache,53,12,3.5,6,head hurt pain last day
308,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
309,My knee doesn't want to bend well.,Knee pain,34,7,4.0,6,knee want bend
310,My knees seem to grind as I go up or down stairs.,Knee pain,49,12,3.1666666666666665,5,knee grind stair
311,When i'm awake in the morning I feel strange and have vertigo,Feeling dizzy,61,12,4.166666666666667,8,awake morning feel strange vertigo
312,My sore isn't healing well and it's been like this for two weeks.,Open wound,65,13,4.076923076923077,7,sore healing like week
313,After walking I have some pain under my foot,Foot ache,44,9,4.0,5,walking pain foot
314,I hit myself and the would doesn't want to heal,Open wound,47,10,3.8,5,hit want heal
315,I have some pain when i'm walking around my knees,Joint pain,49,10,4.0,5,pain walking knee
316,When I stand up too quick my vision is blurry.,Blurry vision,46,10,3.7,6,stand quick vision blurry
317,Sometimes I feel like a claw on my chest that leaves me breathless.,Hard to breath,67,13,4.230769230769231,8,feel like claw chest leaf breathless
318,I suffered a deep wound in my hand and I can not stop the bleeding,Infected wound,66,15,3.466666666666667,8,suffered deep wound hand stop bleeding
319,The severe pain in the stomach I feel,Stomach ache,37,8,3.75,6,severe pain stomach feel
320,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",Feeling cold,123,23,4.391304347826087,11,wrong blood circulation wear sock hottest day toe frozen
321,I can`t stop coughing.,Cough,22,4,4.75,4,cant stop coughing
322,There is an injured person,Infected wound,26,5,4.4,3,injured person
323,It hurts when I raise my arm up,Shoulder pain,31,8,3.0,5,hurt raise arm
324,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound,86,18,3.8333333333333335,11,cut finger opening stop bleeding wound gaping open
325,When I eat too much sugar my body gets weak and dizzy.,Body feels weak,54,12,3.5833333333333335,8,eat sugar body get weak dizzy
326,When I stand up too quick my vision is blurry.,Blurry vision,46,10,3.7,6,stand quick vision blurry
327,My right shoulder clicks when I move my arm.,Shoulder pain,44,9,4.0,6,right shoulder click arm
328,I have a rash and it itches very bad.,Skin issue,37,9,3.2222222222222223,4,rash itch bad
329,I have constant stomach pain and bloating.,Internal pain,42,7,5.142857142857143,5,constant stomach pain bloating
330,My foot hurts and I can't turn it.  Maybe it's broken.,Foot ache,54,11,3.909090909090909,10,foot hurt turn maybe broken
331,I knocked my foot and it really hurts.,Foot ache,38,8,3.875,4,knocked foot hurt
332,My son has a lot of acne.,Acne,25,7,2.7142857142857144,4,son lot acne
333,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,Internal pain,101,23,3.391304347826087,12,pain radiates right hip rib cage worst urinate
334,I feel a tightness in my chest,Hard to breath,30,7,3.4285714285714284,4,feel tightness chest
335,My stomach feels starts hurting but then it feels better after I eat something mild.,Stomach ache,84,15,4.666666666666667,10,stomach feel start hurting feel better eat mild
336,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain,74,13,4.769230769230769,7,chronic bone disease level double lower estremidades
337,My neck feels stiff,Neck pain,19,4,4.0,4,neck feel stiff
338,I feel dizzy after doing a muscular effort.,Feeling dizzy,43,8,4.5,5,feel dizzy muscular effort
339,I have pimples in patches along with a lot of redness on my face.,Acne,65,14,3.7142857142857144,6,pimple patch lot redness face
340,I feel lightheaded when I stand up,Feeling dizzy,34,7,4.0,5,feel lightheaded stand
341,I feel a burning sensation in my shoulder muscle.,Muscle pain,49,9,4.555555555555555,6,feel burning sensation shoulder muscle
342,I feel a lot of pain in the joints.,Joint pain,35,9,3.0,5,feel lot pain joint
343,The acne was causing me to feel embarrassed.,Acne,44,8,4.625,5,acne causing feel embarrassed
344,I have a mental suffering,Emotional pain,25,5,4.2,3,mental suffering
345,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain,96,21,3.619047619047619,11,got divorce year stop dwelling revenge husband
346,Whenever I stand up I feel dizzy.,Feeling dizzy,33,7,3.857142857142857,6,stand feel dizzy
347,I have a split on my thumb that will not heal.,Open wound,46,11,3.272727272727273,4,split thumb heal
348,i was playing football and injuried with joint pain.,Joint pain,52,9,4.888888888888889,5,playing football injuried joint pain
349,I can't see the sign I have a blurry vision,Blurry vision,43,10,3.4,6,sign blurry vision
350,The pain in my ear is unbearable.,Ear ache,33,7,3.857142857142857,4,pain ear unbearable
351,When I stand I feel dizzy I do not know why,Feeling dizzy,43,11,3.0,8,stand feel dizzy know
352,I have a red rash that is itchy on my skin,Skin issue,42,11,2.909090909090909,5,red rash itchy skin
353,"My heart hurts while I'm sad, why?",Heart hurts,34,7,4.0,6,heart hurt sad
354,I have a headache almost every day,Head ache,34,7,4.0,3,headache day
355,There is a constant tickle in my throat,Cough,39,8,4.0,4,constant tickle throat
356,My body aches on the inside between my hips and shoulders.,Internal pain,58,11,4.363636363636363,6,body ache inside hip shoulder
357,My throught is so sore.,Neck pain,23,5,3.8,3,throught sore
358,There are lots of hairs on my pillow in the morning.,Hair falling out,52,11,3.8181818181818183,5,lot hair pillow morning
359,I have a scab on the back of my hand that just won't go away.,Skin issue,61,15,3.1333333333333333,5,scab hand away
360,I have a very rash sensation close to my arms,Skin issue,45,10,3.6,5,rash sensation close arm
361,When i'm doing sport I have pain under my skin,Muscle pain,46,10,3.7,6,sport pain skin
362,I hit my head at the basketball game.  Could I have a concussion?,Injury from sports,65,13,4.0,8,hit head basketball game concussion
363,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts,96,20,3.85,12,husband left woman heart hurt badly point eat sleep
364,my hair isn't well,Hair falling out,18,4,3.75,2,hair
365,"i was diagnosed with pneumonia, i can't breath easily.",Hard to breath,54,9,5.111111111111111,5,diagnosed pneumonia breath easily
366,my neck hurts me and i can't look down or up,Neck pain,44,11,3.090909090909091,4,neck hurt look
367,I don't do anything at home and still I feel exhausted.,Body feels weak,55,11,4.090909090909091,6,home feel exhausted
368,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,Joint pain,92,21,3.4285714285714284,11,sharp pain clicking sound ankle joint try stand walk
369,I feel lightheaded,Feeling dizzy,18,3,5.333333333333333,3,feel lightheaded
370,I wake up at night feeling cold,Feeling cold,31,7,3.5714285714285716,5,wake night feeling cold
371,When I go to sleep I am feeling cold,Feeling cold,36,9,3.111111111111111,6,sleep feeling cold
372,i can't move my shoulder because of pain,Shoulder pain,40,8,4.125,3,shoulder pain
373,my back hurts me a lot,Back pain,22,6,2.8333333333333335,2,hurt lot
374,Feels like there are pins and needles sticking in my joints,Joint pain,59,11,4.454545454545454,6,feel like pin needle sticking joint
375,I have internal pain whenever I come down with a cold.,Internal pain,54,11,4.0,6,internal pain come cold
376,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne,82,17,3.8823529411764706,7,breakout chest red patch intense hot
377,"I cough a lot when I smell perfume, what is wrong with my lungs?",Cough,64,14,3.642857142857143,8,cough lot smell perfume wrong lung
378,i can't ride my car at night because i have blurry vision.,Blurry vision,58,12,3.9166666666666665,6,ride car night blurry vision
379,I have eruptions on my face that come and go .,Acne,46,11,3.272727272727273,5,eruption face come
380,i have a hard pain in my stomach,Stomach ache,32,8,3.125,3,hard pain stomach
381,There is a constant tickle in my throat,Cough,39,8,4.0,4,constant tickle throat
382,My throught is so sore.,Neck pain,23,5,3.8,3,throught sore
383,"Every time I make an effort, I felt dizzy.",Feeling dizzy,42,9,3.7777777777777777,7,time effort felt dizzy
384,i have a very bad cough,Cough,23,6,3.0,2,bad cough
385,"I've tried reading books, but nothing can cheer me up.",Emotional pain,54,10,4.5,6,tried reading book cheer
386,I feel a great pain in my shoulder joint and it does not go away,Joint pain,64,15,3.3333333333333335,7,feel great pain shoulder joint away
387,I have a rash on my skin,Skin issue,24,7,2.5714285714285716,3,rash skin
388,When I play football I have joint pain.,Joint pain,39,8,4.0,7,play football joint pain
389,Severe pain in the ear,Ear ache,22,5,3.6,3,severe pain ear
390,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
391,Chronic disease of hair follicles and sebaceous glands,Acne,54,8,5.875,6,chronic disease hair follicle sebaceous gland
392,When I brush my hair I notice big clumps of hair coming out in the brush.,Hair falling out,73,16,3.625,11,brush hair notice big clump hair coming brush
393,i feel that it's hard to breath for me specially after running or making any effort,Hard to breath,83,16,4.25,8,feel hard breath specially running making effort
394,My shoulder muscle hurts when I try to reach up.,Muscle pain,48,10,3.9,8,shoulder muscle hurt try reach
395,When I carry heavy things i feel like breaking my back,Back pain,54,11,4.0,8,carry heavy thing feel like breaking
396,I have dark spots on my skin,Skin issue,28,7,3.142857142857143,4,dark spot skin
397,I feel abdominal pain,Stomach ache,21,4,4.5,4,feel abdominal pain
398,"i walked a long for 3 km, i feel pain in my foot like foot ache",Foot ache,63,16,3.0,10,walked long feel pain foot like foot ache
399,I feel fluid trying to come up when I cough.,Cough,44,10,3.5,7,feel fluid trying come cough
400,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath,142,29,3.9310344827586206,14,time feel crushed huge weight air passing lung actually scare hell happens
401,Need to scratch my skin every minute,Skin issue,36,7,4.285714285714286,4,need scratch skin minute
402,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound,104,22,3.772727272727273,11,daughter bit cat hand sore red swollen wound oozing liquid
